ID,Name,Source,Pages,UltimateSource,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
kwan1278-1,Kwanga,Laycock1970D06,p.744,,kwan1278,Kwanga,kwj,Papunesia,-3.74263,142.711,Sepik
kwan1278-2,Kwanga (Kamanakor village),LeanEastSepik,p.7,SIL (1975). Village: Kamanakor.,kwan1278,Kwanga,kwj,Papunesia,-3.74263,142.711,Sepik
kwan1278-3,Kwanga (Wosambu village),LeanEastSepik,p.7,SIL (1960). Village: Wosambu.,kwan1278,Kwanga,kwj,Papunesia,-3.74263,142.711,Sepik
kwat1244-1,Wabe (Mubu Village),AnonymousRamuB,"pp.2, 6",,kwat1244,Kwato,kop,Papunesia,-5.53799,145.629,Nuclear Trans New Guinea
kwat1244-2,Waupe (Paraiye village),Priestley1979,"pp.3, 8",,kwat1244,Kwato,kop,Papunesia,-5.53799,145.629,Nuclear Trans New Guinea
kwat1244-3,Kwato,Zgraggen1980RaiCoast,p.92,,kwat1244,Kwato,kop,Papunesia,-5.53799,145.629,Nuclear Trans New Guinea
kwer1264-1,Kwerisa (Kai village),Briley1970,p.3,,kwer1264,Kwerisa,kkb,Papunesia,-2.99145,138.135,Lakes Plain
kwer1264-2,Kwerisa (Kaiy village),Manning1970,p.3,,kwer1264,Kwerisa,kkb,Papunesia,-2.99145,138.135,Lakes Plain
kwer1265-1,Yasid/Kwer,Wilbrink2004,pp.106ff,,kwer1265,Kwer,kwr,Papunesia,-5.02008,140.012,Nuclear Trans New Guinea
kwer1265-2,Kwer (collected by Mark Donohue),Wilbrink2004,pp.109ff,,kwer1265,Kwer,kwr,Papunesia,-5.02008,140.012,Nuclear Trans New Guinea
kwes1245-1,Kwèsten,Galis1955,p.142,,kwes1245,Kwesten,kwt,Papunesia,-2.03622,138.853,Tor-Orya
kwes1245-2,Kwesten (Holmafin/Bamnifarin),Smits1994,pp.211-218,,kwes1245,Kwesten,kwt,Papunesia,-2.03622,138.853,Tor-Orya
kwes1245-3,Kwesten (unspecified local variant),Smits1994,pp.211-218,,kwes1245,Kwesten,kwt,Papunesia,-2.03622,138.853,Tor-Orya
kwom1262-1,Kwoma (from CSQs),LeanEastSepik,p.10,"4 CSQs. Villages: Bangwis, Tongwinjamb (2), Meno.",kwom1262,Kwoma,kmo,Papunesia,-4.08721,142.664,Sepik
kwom1262-2,Kwoma (from IMP/SIL),LeanEastSepik,p.10,IMP/SIL Questionnaire (1978).,kwom1262,Kwoma,kmo,Papunesia,-4.08721,142.664,Sepik
kyak1244-1,Enga (Kyaka Enga),Lean1986Vol09,p.27,9 CSQs. (Baiyer River area).,kyak1244,Kyaka,kyc,Papunesia,-5.52462,144.119,Nuclear Trans New Guinea
kyak1244-2,Kyaka,Franklin2012,pp.35-37,,kyak1244,Kyaka,kyc,Papunesia,-5.52462,144.119,Nuclear Trans New Guinea
kyen1243-1,Miyak,Laycock1971D25,p.3574,,kyen1243,Kyenele,kql,Papunesia,-4.66964,143.855,Yuat
labu1248-1,Labu,Smith1988,pp.56-57,,labu1248,Labu,lbu,Papunesia,-6.75,146.903,Austronesian
labu1249-1,Kadazan (Labuk River) (also known as Dusun-Labuk),Smith1970,pp.3-8,,labu1249,Labuk-Kinabatangan Kadazan,dtb,Papunesia,5.51924,117.507,Austronesian
labu1249-2,Sungai Kinabatangan,Lobel2016,pp.234-239,,labu1249,Labuk-Kinabatangan Kadazan,dtb,Papunesia,5.51924,117.507,Austronesian
laha1253-1,Lahanan,Urquhart1955,pp.195-196,,laha1253,Lahanan,lhn,Papunesia,2.72734,113.947,Austronesian
laiy1246-1,Layolo,Stokhof1984Vol7.3,p.209,,laiy1246,Laiyolo,lji,Papunesia,-6.45512,120.483,Austronesian
lako1245-1,"Santa Maria, Lakon",Codrington1885,"pp.233-224, 235, 244, 249, 383",,lako1245,Lakon,lkn,Papunesia,-14.29899,167.429382,Austronesian
lala1268-1,Nara,Lean1986Vol07,p.28,1 CSQ. Village: Ala ala.,lala1268,Lala,nrz,Papunesia,-8.93195,146.749,Austronesian
lama1277-1,Solor (as spoken on the East coast of Flores and on Adonare and Solor),Stokhof1983Vol6,pp.265-266,,lama1277,Lamaholot,slp,Papunesia,-8.36439,122.803,Austronesian
lama1278-1,Solor (as spoken in Lamelera (Lomblen),Stokhof1983Vol6,pp.277-278,,lama1278,Peripheral Lembata,lmr,Papunesia,-8.53225,123.442,Austronesian
lamo1244-1,Arawe (‘Ibanga’),Lean1985Vol04,p.86,"Wakefield and Whitacre, Word List (1980). Village: Reuglemete.",lamo1244,Lamogai,lmg,Papunesia,-5.87071,149.321,Austronesian
lamo1244-2,Ivanga (Ekrek village),LeanWestNewBritain,pp.34-35,SIL Word List (1979). Village: Ekrek.,lamo1244,Lamogai,lmg,Papunesia,-5.87071,149.321,Austronesian
lamo1244-3,Ivanga (from SIL word list),LeanWestNewBritain,p.35,Wakefield and Whitacre (1980).,lamo1244,Lamogai,lmg,Papunesia,-5.87071,149.321,Austronesian
lamo1244-4,Pulie,Lean1985Vol04,p.78,1 IMP. Village: Meselia.,lamo1244,Lamogai,lmg,Papunesia,-5.87071,149.321,Austronesian
lamo1244-5,Pulie River,Chinnery1928,p.99,,lamo1244,Lamogai,lmg,Papunesia,-5.87071,149.321,Austronesian
lamo1244-6,Rauto,Lean1985Vol04,p.74,1 IMP. Village: Wasum.,lamo1244,Lamogai,lmg,Papunesia,-5.87071,149.321,Austronesian
lamo1244-7,Rauto (from SIL word list),Lean1985Vol04,p.74,Wakefield and Whitacre (1980). Village: Wasum.,lamo1244,Lamogai,lmg,Papunesia,-5.87071,149.321,Austronesian
lamo1244-8,"Lamogai - Rauto dialect, from Murien village",Allen1980,pp.192-193,,lamo1244,Lamogai,lmg,Papunesia,-5.87071,149.321,Austronesian
lamo1244-9,Ivanga,Allen1980,p.195,,lamo1244,Lamogai,lmg,Papunesia,-5.87071,149.321,Austronesian
lamp1242-1,"Kotabumi dialect, Lampong",Stokhof1987Vol10.2,pp.14-15,,lamp1242,Lampung Nyo,abl,Papunesia,-4.43957,105.397,Austronesian
lamp1242-2,Lampong (Telok Betong),Stokhof1987Vol10.2,p.56,,lamp1242,Lampung Nyo,abl,Papunesia,-4.43957,105.397,Austronesian
lamp1243-1,"Lampong, Krui dialect",Stokhof1987Vol10.2,p.82,,lamp1243,Lampung Api,ljp,Papunesia,-5.73463,105.037,Austronesian
lana1236-1,Lobu Lanas,Lobel2016,pp.234-239,,lana1236,Lanas Lobu,ruu,Papunesia,5.39196,116.577,Austronesian
lang1328-1,Langam,Laycock1971D25,p.3528,,lang1328,Pondi,lnm,Papunesia,-4.32557,143.925,Keram
lang1328-2,Pondi,Barlow2020Pondi,pp.103-105,,lang1328,Pondi,lnm,Papunesia,-4.32557,143.925,Keram
lapu1236-1,Southern Subanen,Hapalla1992,"pp.56, 58",,lapu1236,Lapuyan Subanun,laa,Papunesia,7.53449,123.13,Austronesian
lapu1236-2,Southern Subanen,Lobel2013,pp.319-356,,lapu1236,Lapuyan Subanun,laa,Papunesia,7.53449,123.13,Austronesian
lara1260-1,Larantuka Malay,Paauw2009,p.190,,lara1260,Larantuka Malay,lrt,Papunesia,-8.4746,122.7619,Austronesian
laua1245-1,Lauwa,Ray1938EasternPapua,p.184,,laua1245,Laua,luf,Papunesia,-10.16145,149.25747,Mailuan
lauj1238-1,Ampibabo-Lauje,Himmelmann2001,pp.101-104,,lauj1238,Lauje,law,Papunesia,0.50708,120.262,Austronesian
lauj1238-2,Lauje,Himmelmann2001,pp.101-104,,lauj1238,Lauje,law,Papunesia,0.50708,120.262,Austronesian
lava1239-1,Lavatbura-Lamusong,Lean1985Vol01,p.40,"Field Notes, 1983. Village: Lamasong.",lava1239,Lavatbura-Lamusong,lbv,Papunesia,-3.21903,151.728,Austronesian
lawu1237-1,Piva,Lean1985Vol03,p.42,"Allen and Hurd, SIL Wordlist, (1963); Tengeropaia village.",lawu1237,Lawunuia,tgi,Papunesia,-6.15201,155.129,Austronesian
ledo1238-1,Kaili (Palu dialect),Arnaud1998,pp.863-879 [word list item numbers],,ledo1238,Ledo Kaili,lew,Papunesia,-1.03033,120.132,Austronesian
ledo1238-2,Palu,Stokhof1984Vol7.3,p.137,,ledo1238,Ledo Kaili,lew,Papunesia,-1.03033,120.132,Austronesian
ledo1238-3,Sausu,Stokhof1984Vol7.3,p.124,,ledo1238,Ledo Kaili,lew,Papunesia,-1.03033,120.132,Austronesian
lege1241-1,Laganjan,Galis1955,p.137,,lege1241,Legenyem,lcc,Papunesia,-0.3592,130.749,Austronesian
lege1241-2,Laganyan,Remijsen2001,"pp.147, 152",,lege1241,Legenyem,lcc,Papunesia,-0.3592,130.749,Austronesian
lege1241-3,Sakabu,Galis1955,p.138,,lege1241,Legenyem,lcc,Papunesia,-0.3592,130.749,Austronesian
leha1244-1,"Bligh Island, Ureparapara (Norbarbar)",Codrington1885,"pp.233, 236, 390",,leha1244,Lehalurup,urr,Papunesia,-13.542726,167.343342,Austronesian
leha1244-2,"Bligh Island, Ureparapara (Norbarbar) (Retan)",Codrington1885,p.390,,leha1244,Lehalurup,urr,Papunesia,-13.542726,167.343342,Austronesian
leip1237-1,Leipon,Lean1985Vol02,p.30,2 CSQs. Village: Pityilu.,leip1237,Leipon,lek,Papunesia,-1.9665,147.226,Austronesian
leip1237-2,Leipon ,Blust2021,"pp.25, 30, 32, 37, 38",,leip1237,Leipon,lek,Papunesia,-1.9665,147.226,Austronesian
leip1237-3,Leipon (from SIL word list),LeanManus,pp.23-24,SIL Word List (1975). Pityilu Island.,leip1237,Leipon,lek,Papunesia,-1.9665,147.226,Austronesian
leit1234-1,Leitere,Ray1919,p.330,,vani1248,Vanimo,vam,Papunesia,-2.68501,141.258,Sko
leit1234-2,Rawo (Leitre area),LeanSandaun,p.5,4 CSQs. Leitre area.,vani1248,Vanimo,vam,Papunesia,-2.68501,141.258,Sko
lela1246-1,Lelak,Ray1913,"pp.58, 61",,lela1246,Lelak,llk,Papunesia,4.11426,114.029,Austronesian
lele1270-1,Ere-Lele-Gele'-Kuruti (Lele dialect),Lean1985Vol02,p.35,1 CSQ. Village: Bowat.,lele1270,Lele (Papua New Guinea),lle,Papunesia,-2.04783,147.207,Austronesian
lele1270-2,Lele ,Blust2021,"pp.25, 30, 32, 37, 38",,lele1270,Lele (Papua New Guinea),lle,Papunesia,-2.04783,147.207,Austronesian
lemb1266-1,Lembena,Lean1986Vol09,p.32,S.I.L. word list (1979). Village: Kopenpalu.,lemb1266,Lembena,leq,Papunesia,-4.99504,143.891,Nuclear Trans New Guinea
lemb1266-2,Lembena,Franklin2012,pp.35-37,,lemb1266,Lembena,leq,Papunesia,-4.99504,143.891,Nuclear Trans New Guinea
lemi1243-1,Lemio,Zgraggen1980RaiCoast,p.92,,lemi1243,Lemio,lei,Papunesia,-5.61407,146.441,Nuclear Trans New Guinea
lemo1243-1,Lemolang,Grimes1987,pp.129-135,,lemo1243,Lemolang,ley,Papunesia,-2.63313,120.27,Austronesian
leng1259-1,Lengo,Unger2008,pp.56-57,,leng1259,Lengo,lgr,Papunesia,-9.56425,160.42,Austronesian
leng1259-2,Lengo - ‘Kastom’ cardinal numbers,Unger2008,pp.56-57,,leng1259,Lengo,lgr,Papunesia,-9.56425,160.42,Austronesian
lenk1247-1,Lenkau,LeanManus,p.4,Lean’s Field Notes (1987) from a Lenkau-speaking informant in Lorengau.,lenk1247,Lenkau,ler,Papunesia,-2.33367,147.742,Austronesian
lenk1247-2,Lenkau,Blust2021,"pp.25, 30, 32, 38",,lenk1247,Lenkau,ler,Papunesia,-2.33367,147.742,Austronesian
lenn1234-1,Dungerwab (Wasi),MacGregor1897,p.106,,lenn1234,Len,,Papunesia,-9.12,142.1,Yam
lesi1239-1,Lesing-Atui (Lesing dialect),LeanWestNewBritain,p.12,1 CSQ. Village: Amio. (Lesing d.).,lesi1239,Lesing-Gelimi,let,Papunesia,-6.19889,150.506,Austronesian
lesi1239-2,Amio-Gelimi - Amio village,Spencer2013,p.55,,lesi1239,Lesing-Gelimi,let,Papunesia,-6.19889,150.506,Austronesian
lesi1239-3,Amio-Gelimi - Kaskas village,Spencer2013,p.55,,lesi1239,Lesing-Gelimi,let,Papunesia,-6.19889,150.506,Austronesian
lesi1239-4,Amio-Gelimi - Atui village,Spencer2013,p.55,,lesi1239,Lesing-Gelimi,let,Papunesia,-6.19889,150.506,Austronesian
lesi1239-5,Amio-Gelimi - Poronga village,Spencer2013,p.55,,lesi1239,Lesing-Gelimi,let,Papunesia,-6.19889,150.506,Austronesian
leti1246-1,Leti,Stokhof1981Vol3.1,pp.28-29,,leti1246,Leti (Indonesia),lti,Papunesia,-8.19808,127.674,Austronesian
leti1246-2,Leti,vanEngelenhoven2004,p.164,,leti1246,Leti (Indonesia),lti,Papunesia,-8.19808,127.674,Austronesian
lewo1242-1,Lewo (counting system for spirit-creatures),Early1994,p.219,,lewo1242,Lewo,lww,Papunesia,-16.7612,168.334,Austronesian
lewo1242-2,Lewo,Early1994,pp.220-223,,lewo1242,Lewo,lww,Papunesia,-16.7612,168.334,Austronesian
lian1255-1,Seti,Collins1986,pp.127-128,,lian1255,Liana-Seti,ste,Papunesia,-3.11832,129.899,Austronesian
lihi1237-1,Lihir,Lean1985Vol01,p.51,"5 CSQs; Field Notes 1974. Villages: Lataul, Lakamelen, Makapa, Ton (Lihir Island.), Bulamue (Masahet Island.).",lihi1237,Lihir,lih,Papunesia,-3.18895,152.606,Austronesian
liki1241-1,Moar,Ray1912,pp.340-341,,liki1241,Liki,lio,Papunesia,-1.60652,138.731,Austronesian
liku1243-1,Likum,Lean1985Vol02,p.45,1 CSQ. Village: Likum.,liku1243,Likum,lib,Papunesia,-2.16157,146.695,Austronesian
liku1243-2,Likum ,Blust2021,"pp.24, 25, 30, 31, 32, 37",,liku1243,Likum,lib,Papunesia,-2.16157,146.695,Austronesian
liku1243-3,Likum (from SIL word list),LeanManus,p.42,SIL Word List (1975). Village: Likum.,liku1243,Likum,lib,Papunesia,-2.16157,146.695,Austronesian
lila1246-1,Lilau,LeanMadang,p.9,1 CSQ. Village: Ambana.,lila1246,Lilau,lll,Papunesia,-4.35479,144.99,Bogia
lila1246-2,Lilau,Zgraggen1972,pp.215-219,,lila1246,Lilau,lll,Papunesia,-4.35479,144.99,Bogia
lioo1240-1,Lio (Flores),Stokhof1983Vol6,p.178,,lioo1240,Li'o,ljl,Papunesia,-8.68615,121.832,Austronesian
lise1239-1,Masarete: Ambon (from the missionary-teacher),Stokhof1982Vol3.4,p.29,,lise1239,Lisela,lcl,Papunesia,-3.27358,126.981,Austronesian
lise1239-2,"Masarete: Ambon (from the post-holder of Masarete, J. Suhoka)",Stokhof1982Vol3.4,p.14,,lise1239,Lisela,lcl,Papunesia,-3.27358,126.981,Austronesian
lise1239-3,"The language spoken by the Alfuru from Kayeli, Licella, Tagalisa and Liliali: Buru",Stokhof1982Vol3.4,pp.44-45,,lise1239,Lisela,lcl,Papunesia,-3.27358,126.981,Austronesian
lise1239-4,Wayapo,Wallace1869,pp.622-625,,lise1239,Lisela,lcl,Papunesia,-3.27358,126.981,Austronesian
lise1239-5,Wayapo [from Mr. Wallace],Codrington1885,p.231,,lise1239,Lisela,lcl,Papunesia,-3.27358,126.981,Austronesian
lole1239-1,Baä,Jonker1908,passim,,lole1239,Lole,llg,Papunesia,-10.8069,123.085,Austronesian
lolo1264-1,Loda,Fortgens1905,p.34,,lolo1264,Loloda-Laba,loa,Papunesia,1.95461,127.772,North Halmahera
lolo1264-2,Loda,Stokhof1980Vol2,p.160,,lolo1264,Loloda-Laba,loa,Papunesia,1.95461,127.772,North Halmahera
long1406-1,Lebo’ Vo’,Smith2015,pp.351-353,,long1406,Western Lowland Kenyah,ttw,Papunesia,3.85226,114.82,Austronesian
loni1238-1,Loniu,Lean1985Vol02,p.32,5 CSQs; Field notes (1980). Village: Loniu.,loni1238,Loniu,los,Papunesia,-2.06124,147.35,Austronesian
loni1238-2,Loniu ,Blust2021,"pp.25, 30, 32, 38",,loni1238,Loniu,los,Papunesia,-2.06124,147.35,Austronesian
loni1238-3,Loniu (from SIL word list: 1974),LeanManus,p.25,SIL Word List (1974). Village: Loniu.,loni1238,Loniu,los,Papunesia,-2.06124,147.35,Austronesian
loni1238-4,Loniu (from SIL word list: 1975),LeanManus,p.25,SIL Word List (1975). Village: Loniu.,loni1238,Loniu,los,Papunesia,-2.06124,147.35,Austronesian
lonw1238-1,North Ambrym (spirit numbers) [from Paton (1971)],Garde2015,p.129,,lonw1238,Lonwolwol,crc,Papunesia,-16.2286,168.016,Austronesian
lonw1238-2,Ambrym,Paton1971,p.19,,lonw1238,Lonwolwol,crc,Papunesia,-16.2286,168.016,Austronesian
lonw1238-3,Ambrym,Codrington1885,"pp.224-225, 235, 458",,lonw1238,Lonwolwol,crc,Papunesia,-16.2286,168.016,Austronesian
lote1237-1,Uvol,LeanEastNewBritain,p.31,"2 CSQs. Villages: Inahele, Pilematana.",lote1237,Lote,uvl,Papunesia,-5.954,150.911,Austronesian
lote1237-2,uvol,Grace1955pdf44,p.96,,lote1237,Lote,uvl,Papunesia,-5.954,150.911,Austronesian
lote1237-3,Uvol,Rath1980,p.206,,lote1237,Lote,uvl,Papunesia,-5.954,150.911,Austronesian
loto1240-1,"Torres Islands, Lo",Codrington1885,"pp.233, 236, 244, 249-250, 400",,loto1240,Lo-Toga,lht,Papunesia,-13.334872,166.634338,Austronesian
lotu1250-1,Lotud,Lobel2016,pp.234-239,,lotu1250,Lotud,dtr,Papunesia,6.13732,116.232,Austronesian
louu1245-1,Baluan-Lou-Pam (Lou dialect),Lean1985Vol02,p.22,"5 CSQs. Villages: Rei, Lago (Lako).",louu1245,Lou,loj,Papunesia,-2.38659,147.346,Austronesian
louu1245-2,Lou,Blust2021,"pp.25, 30, 32, 38",,louu1245,Lou,loj,Papunesia,-2.38659,147.346,Austronesian
lowe1415-1,Dani,vanderStap1966,pp.155-156,,lowe1415,Lower Grand Valley Dani,dni,Papunesia,-4.25684,138.992,Nuclear Trans New Guinea
lowe1415-2,Mid Grand Valley Dani (taken from Bromley 1961: 305-306),Fahner1979,p.157,,lowe1415,Lower Grand Valley Dani,dni,Papunesia,-4.25684,138.992,Nuclear Trans New Guinea
lowl1259-1,Tanah Merah area,Stokhof1982Vol5.1,p.182,,lowl1259,Lowland Ok,,,-5.715403333,141.057,Nuclear Trans New Guinea
luan1263-1,Luang,Taber1993,pp.418-419,,luan1263,Luang,lex,Papunesia,-8.18378,127.944,Austronesian
lubu1241-1,Lubu,Helbig1933,p.106,,lubu1241,Lubu,lcf,Papunesia,0.63989,99.74549,Austronesian
lubu1243-1,Kalinga (Lubuagan dialect),Vanoverbergh1937,"pp.115, 121",,lubu1243,Lubuagan Kalinga,knb,Papunesia,17.3879,121.0365,Austronesian
lusi1240-1,Kove-Kaliai (Kaliai dialect),Lean1985Vol04,p.72,"2 CSQs. Villages: Lauvore, Taveleai.",lusi1240,Lusi,khl,Papunesia,-5.55033,149.148,Austronesian
lusi1240-2,Kaliai,Haywood1980,p.51,,lusi1240,Lusi,khl,Papunesia,-5.55033,149.148,Austronesian
maan1238-1,Maanyan,Stokhof1986Vol8,p.90,,maan1238,Ma'anyan,mhy,Papunesia,-2.1239,115.092,Austronesian
maba1278-1,Maba,Stokhof1980Vol2,p.308,,maba1278,Maba (Indonesia),mqa,Papunesia,0.59011,128.418,Austronesian
maba1279-1,Mataragan (Mabaka),AnonymousMabaka,pp.3-7,,maba1279,Mabaka Valley Kalinga,kkg,Papunesia,17.6683,121.073,Austronesian
mada1285-1,Madak (Alternative system used in both Malom and Katingan areas),Lean1985Vol01,p.41,"Field Notes, 1983",mada1285,Madak,mmx,Papunesia,-3.34342,151.967,Austronesian
mada1285-2,Madak (Katingan dialect),Lean1985Vol01,p.41,"2 CSQs, Field Notes, 1983. Villages: Katingan, Pinatgin, Silom.",mada1285,Madak,mmx,Papunesia,-3.34342,151.967,Austronesian
mada1285-3,Madak (Lelet dialect),Lean1985Vol01,p.41,Field Notes 1983. Village: Limbin.,mada1285,Madak,mmx,Papunesia,-3.34342,151.967,Austronesian
mada1285-4,Madak (Malom dialect),Lean1985Vol01,p.41,"4 CSQs, Field Notes 1983. Villages: Malom, Kantembu, Lasigi, Konongusngus villages.",mada1285,Madak,mmx,Papunesia,-3.34342,151.967,Austronesian
made1253-1,Radja-Ampat Saparan,Galis1955,p.138,,made1253,Salawati,xmx,Papunesia,-1.05325,130.833,Austronesian
madu1248-1,Madukayang Kalinga,Gieser1973,pp.5-9,,madu1248,Madukayang Kalinga,kmd,Papunesia,17.1794,121.236,Austronesian
maen1235-1,"Maeng (Laplapog, Villavisciosa)",Walton2003Laplapog,pp.3-7,,maen1235,Maeng Itneg,itt,Papunesia,17.2453,120.718,Austronesian
maen1235-2,Maeng (Tubo),Walton2003Tubo,pp.3-7,,maen1235,Maeng Itneg,itt,Papunesia,17.2453,120.718,Austronesian
magi1243-1,Magɨ,Daniels2016,p.219,,magi1243,Magi,gkd,Papunesia,-5.1385,145.1091,Nuclear Trans New Guinea
magi1243-2,Magɨ,Daniels2014Item334,"pp.27, 61",,magi1243,Magi,gkd,Papunesia,-5.1385,145.1091,Nuclear Trans New Guinea
mago1248-1,Magori,Lean1986Vol07,p.92,S.I.L word list (1973).,mago1248,Magori,zgr,Papunesia,-10.2321,149.26,Austronesian
magu1243-1,Maguindanao,Arnaud1998,pp.863-878 [word list item numbers],,magu1243,Maguindanao,mdh,Papunesia,6.9453,124.509,Austronesian
maha1309-1,Mahafaly,PonsBallesteros2012,p.3,,maha1309,Mahafaly-Antanalana Malagasy,,Africa,-24.2,44.5,Austronesian
maha1309-2,Sakalava (Mahafaly),Jully1901,passim,,maha1309,Mahafaly-Antanalana Malagasy,,Africa,-24.2,44.5,Austronesian
mahi1249-1,Mahigi,Cridland1924,p.58,,mahi1249,Mahigi,,Papunesia,-7.684709,143.234891,Anim
maia1253-1,Tani (Alisuab village),LeanMadang,p.15,SIL Word List (1975). Village: Alisuab.,maia1253,Maiani,tnh,Papunesia,-4.55066,145.239,Nuclear Trans New Guinea
maia1253-2,Tani (from CSQs),LeanMadang,p.15,"2 CSQs. Villages: Rarin, Simbine.",maia1253,Maiani,tnh,Papunesia,-4.55066,145.239,Nuclear Trans New Guinea
maia1254-1,Saki,LeanMadang,p.11,1 CSQ. Village: Gurube.,maia1254,Maia,sks,Papunesia,-4.50212,145.096,Nuclear Trans New Guinea
maia1254-2,Pila,Zgraggen1980NorthernAdelbert,p.92,,maia1254,Maia,sks,Papunesia,-4.50212,145.096,Nuclear Trans New Guinea
maia1254-3,Saki,Zgraggen1980NorthernAdelbert,p.92,,maia1254,Maia,sks,Papunesia,-4.50212,145.096,Nuclear Trans New Guinea
maib1239-1,Asman,Galis1960,p.140,,maib1239,Maybrat-Karon,ayz,Papunesia,-1.3679,132.591,Maybrat-Karon
maib1239-2,Maibrat,Galis1955,p.138,,maib1239,Maybrat-Karon,ayz,Papunesia,-1.3679,132.591,Maybrat-Karon
mail1248-1,Magi,Lean1986Vol07,p.85,"3 CSQs. Villages: Mailu Is., Domara, Pediri.",mail1248,Mailu,mgu,Papunesia,-10.3657,149.521,Mailuan
main1275-1,Badeng,Smith2015,pp.351-353,,main1275,Usun Apau Kenyah,xkl,Papunesia,3.54443,114.039,Austronesian
main1275-2,Kenyah Dayak,Stokhof1986Vol8,pp.125-126,,main1275,Usun Apau Kenyah,xkl,Papunesia,3.54443,114.039,Austronesian
main1275-3,Kenyah Sambup,Urquhart1955,p.195,,main1275,Usun Apau Kenyah,xkl,Papunesia,3.54443,114.039,Austronesian
main1275-4,Lepo’ Gah,Smith2015,pp.351-353,,main1275,Usun Apau Kenyah,xkl,Papunesia,3.54443,114.039,Austronesian
main1275-5,Lepo’ Laang,Smith2015,pp.351-353,,main1275,Usun Apau Kenyah,xkl,Papunesia,3.54443,114.039,Austronesian
main1275-6,Lepo’ Sawa’,Smith2015,pp.351-353,,main1275,Usun Apau Kenyah,xkl,Papunesia,3.54443,114.039,Austronesian
main1275-7,Lepo’ Tau,Smith2015,pp.351-353,,main1275,Usun Apau Kenyah,xkl,Papunesia,3.54443,114.039,Austronesian
mais1250-1,Maisin,Lean1985Vol05,p.48,"9 CSQs. Villages: Uiaku (6), Sinapa (2), Uwe.",mais1250,Maisin,mbq,Papunesia,-9.22853,148.731,Austronesian
mais1250-2,Maisin (Marua village),Lean1985Vol05,p.48,SIL Word List (1975). Village: Marua.,mais1250,Maisin,mbq,Papunesia,-9.22853,148.731,Austronesian
maka1305-1,Melayu Makassar,Arief1985,passim,,maka1305,Makassar Malay,mfp,Papunesia,-5.16108,119.408,Austronesian
maka1311-1,Makasar (Celebes),Stokhof1987Vol11,p.16,,maka1311,Makasar,mak,Papunesia,-5.65551,119.838,Austronesian
maka1311-2,Makasar (mentioned in JB 1933),Stokhof1984Vol7.3,p.161,,maka1311,Makasar,mak,Papunesia,-5.65551,119.838,Austronesian
maka1311-3,Makasar (mentioned in NGB 1912),Stokhof1984Vol7.3,p.178,,maka1311,Makasar,mak,Papunesia,-5.65551,119.838,Austronesian
maka1311-4,Makassar,Arnaud1998,pp.863-879 [word list item numbers],,maka1311,Makasar,mak,Papunesia,-5.65551,119.838,Austronesian
maka1315-1,Aturu,Lean1986Vol12,p.72,1 CSQ. Village: Adulu.,maka1315,Makayam,aup,Papunesia,-8.37312,142.706,Anim
maka1315-2,Lewada,Lean1986Vol12,p.69,1 CSQ. Village: Tapila.,maka1315,Makayam,aup,Papunesia,-8.37312,142.706,Anim
maka1315-3,Tagota,Ray1912,pp.340-341,,maka1315,Makayam,aup,Papunesia,-8.37312,142.706,Anim
maka1316-1,Makasae,Arnaud1998,pp.863-879 [word list item numbers],,maka1316,Makasae-Makalero,mkz,Papunesia,-8.65843,126.507,Timor-Alor-Pantar
makl1246-1,Maklew,Galis1955,p.168,,makl1246,Maklew,mgf,Papunesia,-7.74424,139.273,Bulaka River
makl1246-2,Welbuti,Nevermann1952,p.82,,makl1246,Maklew,mgf,Papunesia,-7.74424,139.273,Bulaka River
makl1246-3,Welbuti,Gregor2021,p.27,,makl1246,Maklew,mgf,Papunesia,-7.74424,139.273,Bulaka River
mako1250-1,məkolkol - Gunapeo village (MAKOLKOL),Rosensteel1987,"pp. 3, 8",,mako1250,Makolkol,zmh,Papunesia,-4.87995,151.709,Baining
mala1479-1,Balai Selasa,Stokhof1987Vol10.1,pp.98-99,,mala1479,Central Malay,zlm,Eurasia,1.85856,103,Austronesian
mala1479-10,Malay,Codrington1885,"pp.228-229, 231, 233, 237-238, 240, 243-247",,mala1479,Central Malay,zlm,Eurasia,1.85856,103,Austronesian
mala1479-2,Indrapura,Stokhof1987Vol10.1,p.114,,mala1479,Central Malay,zlm,Eurasia,1.85856,103,Austronesian
mala1479-3,Lingga,Stokhof1987Vol10.1,p.198,,mala1479,Central Malay,zlm,Eurasia,1.85856,103,Austronesian
mala1479-4,"Malay, Payakumbuh area",Stokhof1987Vol10.1,p.83,,mala1479,Central Malay,zlm,Eurasia,1.85856,103,Austronesian
mala1479-5,Mantang,Stokhof1987Vol10.1,p.216,,mala1479,Central Malay,zlm,Eurasia,1.85856,103,Austronesian
mala1479-6,Riau Malay,Stokhof1987Vol10.1,p.130,,mala1479,Central Malay,zlm,Eurasia,1.85856,103,Austronesian
mala1479-7,"Riau Malay, Tanjung Pinang (from Moehammad Salim)",Stokhof1987Vol10.1,p.146,,mala1479,Central Malay,zlm,Eurasia,1.85856,103,Austronesian
mala1479-8,"Riau Malay, Tanjung Pinang (from Soetan Salim)",Stokhof1987Vol10.1,p.166,,mala1479,Central Malay,zlm,Eurasia,1.85856,103,Austronesian
